AggressionTestID,ID,ColourID,ID_Series,SiteID,NestID,Year2,Year,Sex,NestStage,RawMinDis,MinDis,Date,TravelMode,NestApproach,Observer,NestVisibleDistance,NumberAdultsPresent,NumberOfEggs,NumberOfChicks,ClutchSize,JulianLay,JulianHatch,LayDate,HatchDate,NumberHatched,Fledged,NumberFledged,JulianTestDay
370,160Male,,4Male2019,4,160,1,2019,Male,2Incubating,5,595,7/11/2019,Quad,Above,Rebekah,4,2,4,0,4,161,198,6/10/2018,7/17/2019,4,0,0,192
402,160Male,,4Male2019,4,160,1,2019,Male,3Provisioning,5,595,7/19/2019,Quad,Above,Rebekah,2,2,0,4,4,161,198,6/10/2018,7/17/2019,4,0,0,200
472,18K,18K,18KFemale2019,8,164,1,2019,Female,3Provisioning,5,595,8/18/2019,Boat,Below,Nick,1,1,0,1,3,,197,,7/16/2019,2,1,1,230
22,89E,89E,89EMale2018,8,8,0,2018,Male,2Incubating,5,595,6/12/2018,Snowmobile,Below,Silu,5,2,4,0,4,157,,6/6/2018,,2,1,2,163
465,168Female,,12Female2019,12,168,1,2019,Female,3Provisioning,5,595,8/9/2019,Boat,Above,Nick,1,More than 2,0,1,4,159,195,6/8/2019,7/14/2019,4,1,1,221
73,88C,88C,88CFemale2018,18,18,0,2018,Female,2Incubating,5,595,6/26/2018,Quad,Above,Silu,5,2,4,0,4,159,195,6/8/2018,7/14/2018,4,1,3,177
96,88C,88C,88CFemale2018,18,18,0,2018,Female,2Incubating,5,595,7/5/2018,Quad,Above,Erik,3,1,4,0,4,159,195,6/8/2018,7/14/2018,4,1,3,186
6,14H,14H,14HMale2018,22,22,0,2018,Male,1Laying,5,595,6/8/2018,Snowmobile,Below,Silu,3,2,1,0,3,158,193,6/7/2018,7/12/2018,3,1,3,159
41,30Female,,30Female2018,30,30,0,2018,Female,1Laying,5,595,6/13/2018,Snowmobile,Below,Silu,1,2,2,0,3,162,198,6/11/2018,7/17/2018,3,0,0,164
65,15C,15C,15CMale2018,33,33,0,2018,Male,2Incubating,5,595,6/22/2018,Quad,Above,Kevin,20,2,3,0,3,,201,,7/20/2018,2,1,2,173
78,49E,49E,49EFemale2018,33,33,0,2018,Female,2Incubating,5,595,6/28/2018,Quad,Above,Silu,3,2,3,0,3,,201,,7/20/2018,2,1,2,179
180,49E,49E,49EFemale2018,33,33,0,2018,Female,3Provisioning,5,595,7/25/2018,Quad,Above,Erik,2,1,0,2,3,,201,,7/20/2018,2,1,2,206
211,49E,49E,49EFemale2018,33,33,0,2018,Female,3Provisioning,5,595,8/1/2018,Quad,Above,Erik,2,2,0,2,3,,201,,7/20/2018,2,1,2,213
416,88C,88C,88CFemale2019,37,193,1,2019,Female,3Provisioning,5,595,7/23/2019,Quad,Above,Erik,2,1,0,4,4,,201,,7/20/2019,4,0,0,204
419,88C,88C,88CFemale2019,37,193,1,2019,Female,3Provisioning,5,595,7/24/2019,Quad,Above,Kevin,2,2,0,3,4,,201,,7/20/2019,4,0,0,205
281,20H,20H,20HMale2019,39,195,1,2019,Male,2Incubating,5,595,6/20/2019,Snowmobile,Below,Nick,5,2,4,0,4,160,196,6/9/2019,7/15/2019,4,1,1,171
466,201Female,,45Female2019,45,201,1,2019,Female,3Provisioning,5,595,8/9/2019,Boat,Below,Nick,2,2,0,1,3,162,200,6/11/2019,7/19/2019,1,1,1,221
83,47Male,,47Male2018,47,47,0,2018,Male,2Incubating,5,595,6/28/2018,Quad,Above,Silu,3,2,3,0,3,,203,,7/22/2018,3,0,0,179
121,47Male,,47Male2018,47,47,0,2018,Male,2Incubating,5,595,7/14/2018,Quad,Above,Matthew,2,2,3,0,3,,203,,7/22/2018,3,0,0,195
77,89C,89C,89CFemale2018,58,58,0,2018,Female,2Incubating,5,595,6/27/2018,Quad,Below,Silu,5,2,3,0,3,163,,6/12/2018,,,0,0,178
354,89C,89C,89CFemale2019,58,214,1,2019,Female,2Incubating,5,595,7/7/2019,Quad,Above,Nick,2,More than 2,4,0,4,,199,,7/18/2019,2,0,0,188
115,19K,19K,19KFemale2018,75,75,0,2018,Female,3Provisioning,5,595,7/13/2018,Quad,Above,Matthew,3,2,1,2,4,157,193,6/6/2018,7/12/2018,2,1,1,194
92,38A,38A,38AMale2018,77,77,0,2018,Male,2Incubating,5,595,7/6/2018,Quad,Above,Erik,2,2,3,0,3,166,198,6/15/2018,7/17/2018,3,1,1,187
30,97Male,,97Male2018,97,97,0,2018,Male,1Laying,5,595,6/12/2018,Snowmobile,Below,Silu,1,2,2,0,4,161,196,6/10/2018,7/15/2018,3,1,2,163
324,254Male,,98Male2019,98,254,1,2019,Male,2Incubating,5,595,6/23/2019,Quad,Below,Kevin,2,2,4,0,4,,201,,7/20/2019,1,0,0,174
319,256Female,,100Female2019,100,256,1,2019,Female,1Laying,5,595,6/21/2019,Quad,Above,Nick,3,1,3,0,3,,,,,0,0,0,172
350,32K,32K,32KFemale2019,105,261,1,2019,Female,2Incubating,5,595,7/6/2019,Quad,Above,Nick,2,1,4,0,4,159,195,6/8/2019,7/14/2019,3,0,0,187
99,119Female,,119Female2018,119,119,0,2018,Female,2Incubating,5,595,7/5/2018,Quad,Above,Silu,3,2,3,0,3,162,,6/11/2018,,,0,0,186
344,157Female,,1Female2019,1,157,1,2019,Female,2Incubating,6,594,7/5/2019,Quad,Above,Rebekah,5,2,3,0,3,162,198,6/11/2019,7/17/2019,1,0,0,186
411,44H,44H,44HMale2019,1,157,1,2019,Male,3Provisioning,6,594,7/23/2019,Quad,Above,Nick,2,2,1,1,3,162,198,6/11/2019,7/17/2019,1,0,0,204
456,168Female,,12Female2019,12,168,1,2019,Female,3Provisioning,6,594,8/16/2019,Boat,Above,Rebekah,2,1,0,1,4,159,195,6/8/2019,7/14/2019,4,1,1,228
127,88C,88C,88CFemale2018,18,18,0,2018,Female,2Incubating,6,594,7/12/2018,Quad,Above,Matthew,3,2,4,0,4,159,195,6/8/2018,7/14/2018,4,1,3,193
171,23Female,,23Female2018,23,23,0,2018,Female,3Provisioning,6,594,7/24/2018,Boat,Above,Erik,3,1,1,1,3,159,195,6/8/2018,7/14/2018,2,1,1,205
272,45K,45K,45KFemale2019,33,189,1,2019,Female,2Incubating,6,594,6/22/2019,Quad,Side,Rebekah,2,2,4,0,4,,,,,0,0,0,173
109,49E,49E,49EFemale2018,33,33,0,2018,Female,2Incubating,6,594,7/9/2018,Quad,Above,Matthew,3,1,3,0,3,,201,,7/20/2018,2,1,2,190
328,20H,20H,20HMale2019,39,195,1,2019,Male,2Incubating,6,594,6/24/2019,Snowmobile,Above,Rebekah,5,1,4,0,4,160,196,6/9/2019,7/15/2019,4,1,1,175
375,217Female,,61Female2019,61,217,1,2019,Female,2Incubating,6,594,7/14/2019,Quad,Above,Nick,2,1,3,0,3,,199,,7/18/2019,3,0,0,195
61,19K,19K,19KFemale2018,75,75,0,2018,Female,2Incubating,6,594,6/21/2018,Quad,Above,Kevin,5,1,4,0,4,157,193,6/6/2018,7/12/2018,2,1,1,172
219,85C,85C,85CFemale2018,77,77,0,2018,Female,3Provisioning,6,594,8/15/2018,Quad,Above,Erik,2,2,0,1,3,166,198,6/15/2018,7/17/2018,3,1,1,227
46,24K,24K,24KFemale2018,3,3,0,2018,Female,1Laying,7,593,6/14/2018,Snowmobile,Below,Kevin,1,1,3,0,4,161,199,6/10/2018,7/18/2018,3,0,0,165
460,18K,18K,18KFemale2019,8,164,1,2019,Female,3Provisioning,7,593,8/14/2019,Boat,Below,Nick,1,2,0,2,3,,197,,7/16/2019,2,1,1,226
222,155Female,,45Female2018,45,155,0,2018,Female,3Provisioning,7,593,8/14/2018,Boat,Below,Erik,5,1,0,3,3,162,200,6/11/2018,7/19/2018,3,1,3,226
347,217Female,,61Female2019,61,217,1,2019,Female,2Incubating,7,593,7/5/2019,Quad,Above,Nick,2,2,3,0,3,,199,,7/18/2019,3,0,0,186
303,228Female,,72Female2019,72,228,1,2019,Female,1Laying,7,593,6/18/2019,Snowmobile,Above,Rebekah,-99,2,0,0,3,,,,,0,0,0,169
59,38A,38A,38AMale2018,77,77,0,2018,Male,2Incubating,7,593,6/21/2018,Quad,Above,Kevin,3,2,3,0,3,166,198,6/15/2018,7/17/2018,3,1,1,172
365,254Female,,98Female2019,98,254,1,2019,Female,2Incubating,7,593,7/10/2019,Quad,Side,Nick,3,1,4,0,4,,201,,7/20/2019,1,0,0,191
425,254Male,,98Male2019,98,254,1,2019,Male,3Provisioning,7,593,7/22/2019,Quad,Side,Nick,2,2,0,1,4,,201,,7/20/2019,1,0,0,203
207,1Male,,1Male2018,1,1,0,2018,Male,3Provisioning,8,592,8/2/2018,Quad,Above,Erik,6,2,0,2,2,160,199,6/9/2018,7/18/2018,2,1,2,214
226,1Male,,1Male2018,1,1,0,2018,Male,3Provisioning,8,592,8/13/2018,Quad,Above,Erik,3,2,0,2,2,160,199,6/9/2018,7/18/2018,2,1,2,225
130,39E,39E,39EFemale2018,1,1,0,2018,Female,2Incubating,8,592,7/12/2018,Quad,Above,Erik,3,1,2,0,2,160,199,6/9/2018,7/18/2018,2,1,2,193
186,39E,39E,39EFemale2018,1,1,0,2018,Female,3Provisioning,8,592,7/26/2018,Quad,Above,Erik,2,2,0,2,2,160,199,6/9/2018,7/18/2018,2,1,2,207
206,39E,39E,39EFemale2018,1,1,0,2018,Female,3Provisioning,8,592,8/2/2018,Quad,Above,Erik,6,2,0,2,2,160,199,6/9/2018,7/18/2018,2,1,2,214
195,24K,24K,24KFemale2018,3,3,0,2018,Female,3Provisioning,8,592,8/6/2018,Quad,Above,Erik,3,1,0,3,4,161,199,6/10/2018,7/18/2018,3,0,0,218
395,18K,18K,18KFemale2019,8,164,1,2019,Female,3Provisioning,8,592,7/18/2019,Boat,Above,Erik,2,1,1,2,3,,197,,7/16/2019,2,1,1,199
257,168Male,,12Male2019,12,168,1,2019,Male,1Laying,8,592,6/12/2019,Snowmobile,Above,Erik,5,2,3,0,4,159,195,6/8/2019,7/14/2019,4,1,1,163
433,168Male,,12Male2019,12,168,1,2019,Male,3Provisioning,8,592,7/26/2019,Boat,Below,Erik,4,2,0,4,4,159,195,6/8/2019,7/14/2019,4,1,1,207
184,88C,88C,88CFemale2018,18,18,0,2018,Female,3Provisioning,8,592,7/26/2018,Quad,Above,Erik,4,1,0,4,4,159,195,6/8/2018,7/14/2018,4,1,3,207
133,14H,14H,14HMale2018,22,22,0,2018,Male,3Provisioning,8,592,7/17/2018,Boat,Above,Erik,3,2,0,3,3,158,193,6/7/2018,7/12/2018,3,1,3,198
245,23Female,,23Female2018,23,23,0,2018,Female,3Provisioning,8,592,8/7/2018,Boat,Above,Erik,2,2,0,1,3,159,195,6/8/2018,7/14/2018,2,1,1,219
225,91C,91C,91CFemale2018,40,40,0,2018,Female,3Provisioning,8,592,8/14/2018,Boat,Below,Erik,15,2,0,1,4,161,200,6/10/2019,7/19/2018,3,1,1,226
358,223Male,,67Male2019,67,223,1,2019,Male,2Incubating,8,592,7/8/2019,Quad,Below,Erik,4,2,4,0,4,,,,,,0,0,189
301,228Male,,72Male2019,72,228,1,2019,Male,1Laying,8,592,6/11/2019,Snowmobile,Above,Erik,-99,2,0,0,3,,,,,0,0,0,162
409,231Female,,75Female2019,75,231,1,2019,Female,3Provisioning,8,592,7/21/2019,Quad,Below,Erik,2,2,0,4,4,,196,,7/15/2019,4,0,0,202
116,85C,85C,85CFemale2018,77,77,0,2018,Female,2Incubating,8,592,7/13/2018,Quad,Above,Matthew,2,2,3,0,3,166,198,6/15/2018,7/17/2018,3,1,1,194
190,85C,85C,85CFemale2018,77,77,0,2018,Female,3Provisioning,8,592,7/27/2018,Quad,Above,Erik,2,2,0,3,3,166,198,6/15/2018,7/17/2018,3,1,1,208
205,85C,85C,85CFemale2018,77,77,0,2018,Female,3Provisioning,8,592,8/4/2018,Quad,Above,Erik,3,2,0,1,3,166,198,6/15/2018,7/17/2018,3,1,1,216
172,80Female,,80Female2018,80,80,0,2018,Female,3Provisioning,8,592,7/24/2018,Boat,Above,Erik,5,1,0,3,4,161,197,6/10/2018,7/16/2018,3,0,0,205
154,97Male,,97Male2018,97,97,0,2018,Male,3Provisioning,8,592,7/19/2018,Boat,Below,Erik,1,2,0,3,4,161,196,6/10/2018,7/15/2018,3,1,2,200
335,86C,86C,86CFemale2019,4,160,1,2019,Female,2Incubating,10,590,6/28/2019,Quad,Above,Nick,1,2,4,0,4,161,198,6/10/2018,7/17/2019,4,0,0,179
23,18K,18K,18KFemale2018,8,8,0,2018,Female,2Incubating,10,590,6/12/2018,Snowmobile,Below,Kevin,5,2,4,0,4,157,,6/6/2018,,2,1,2,163
444,18K,18K,18KFemale2019,8,164,1,2019,Female,3Provisioning,10,590,7/29/2019,Quad,Below,Erik,1,1,0,2,3,,197,,7/16/2019,2,1,1,210
256,168Female,,12Female2019,12,168,1,2019,Female,1Laying,10,590,6/12/2019,Snowmobile,Above,Erik,5,2,3,0,4,159,195,6/8/2019,7/14/2019,4,1,1,163
259,168Female,,12Female2019,12,168,1,2019,Female,2Incubating,10,590,6/20/2019,Snowmobile,Below,Nick,5,2,4,0,4,159,195,6/8/2019,7/14/2019,4,1,1,171
160,43A,43A,43AMale2018,18,18,0,2018,Male,3Provisioning,10,590,7/20/2018,Quad,Above,Silu,3,2,0,4,4,159,195,6/8/2018,7/14/2018,4,1,3,201
24,14H,14H,14HMale2018,22,22,0,2018,Male,1Laying,10,590,6/12/2018,Snowmobile,Below,Alexandre,1,2,3,0,3,158,193,6/7/2018,7/12/2018,3,1,3,163
132,93E,93E,93EFemale2018,22,22,0,2018,Female,3Provisioning,10,590,7/17/2018,Boat,Above,Erik,3,2,0,3,3,158,193,6/7/2018,7/12/2018,3,1,3,198
263,179Male,,23Male2019,23,179,1,2019,Male,1Laying,10,590,6/18/2019,Snowmobile,Below,Rebekah,20,2,3,0,3,161,195,6/10/2019,7/14/2019,2,0,0,169
8,41H,41H,41HMale2018,29,29,0,2018,Male,1Laying,10,590,6/8/2018,Snowmobile,Below,Kevin,1,2,1,0,4,158,194,6/7/2018,7/13/2018,4,0,0,159
9,55K,55K,55KFemale2018,29,29,0,2018,Female,1Laying,10,590,6/8/2018,Snowmobile,Below,Alexandre,1,2,1,0,4,158,194,6/7/2018,7/13/2018,4,0,0,159
174,55K,55K,55KFemale2018,29,29,0,2018,Female,3Provisioning,10,590,7/24/2018,Boat,Below,Erik,2,1,0,1,4,158,194,6/7/2018,7/13/2018,4,0,0,205
418,193Male,,37Male2019,37,193,1,2019,Male,3Provisioning,10,590,7/24/2019,Quad,Above,Kevin,2,2,0,3,4,,201,,7/20/2019,4,0,0,205
390,91C,91C,91CFemale2019,40,196,1,2019,Female,2Incubating,10,590,7/17/2019,Boat,Below,Nick,2,1,4,0,4,167,204,6/16/2019,7/23/2019,3,0,0,198
142,155Male,,45Male2018,45,155,0,2018,Male,3Provisioning,10,590,7/19/2018,Boat,Below,Erik,4,2,2,1,3,162,200,6/11/2018,7/19/2018,3,1,3,200
143,155Female,,45Female2018,45,155,0,2018,Female,3Provisioning,10,590,7/19/2018,Boat,Below,Erik,4,2,2,1,3,162,200,6/11/2018,7/19/2018,3,1,3,200
287,201Female,,45Female2019,45,201,1,2019,Female,1Laying,10,590,6/20/2019,Snowmobile,Below,Nick,1,2,3,0,3,162,200,6/11/2019,7/19/2019,1,1,1,171
233,32K,32K,32KFemale2018,51,51,0,2018,Female,3Provisioning,10,590,8/10/2018,Boat,Below,Erik,1,2,0,1,4,,197,,7/16/2018,3,1,1,222
42,53Male,,53Male2018,53,53,0,2018,Male,1Laying,10,590,6/13/2018,Snowmobile,Below,Kevin,2,2,2,0,3,162,199,6/11/2018,7/18/2018,3,0,0,164
229,45K,45K,45KFemale2018,57,57,0,2018,Female,3Provisioning,10,590,8/13/2018,Quad,Above,Erik,1,2,0,2,3,162,198,6/11/2018,7/17/2018,2,1,2,225
70,59Male,,59Male2018,59,59,0,2018,Male,2Incubating,10,590,6/25/2018,Quad,Above,Silu,5,2,4,0,4,,,,,,0,0,176
400,215Female,,59Female2019,59,215,1,2019,Female,3Provisioning,10,590,7/19/2019,Quad,Above,Nick,2,2,1,2,4,,193,,7/12/2019,2,0,0,200
87,19K,19K,19KFemale2018,75,75,0,2018,Female,2Incubating,10,590,6/30/2018,Quad,Above,Kevin,5,2,3,0,4,157,193,6/6/2018,7/12/2018,2,1,1,181
95,19K,19K,19KFemale2018,75,75,0,2018,Female,2Incubating,10,590,7/6/2018,Quad,Above,Matthew,2,2,3,0,4,157,193,6/6/2018,7/12/2018,2,1,1,187
192,19K,19K,19KFemale2018,75,75,0,2018,Female,3Provisioning,10,590,7/27/2018,Quad,Above,Erik,3,2,1,1,4,157,193,6/6/2018,7/12/2018,2,1,1,208
202,92H,92H,92HMale2018,75,75,0,2018,Male,3Provisioning,10,590,8/3/2018,Quad,Above,Erik,3,2,0,1,4,157,193,6/6/2018,7/12/2018,2,1,1,215
53,85C,85C,85CFemale2018,77,77,0,2018,Female,1Laying,10,590,6/17/2018,Quad,Above,Alexandre,1,2,2,0,3,166,198,6/15/2018,7/17/2018,3,1,1,168
58,85C,85C,85CFemale2018,77,77,0,2018,Female,2Incubating,10,590,6/21/2018,Quad,Above,Silu,3,2,3,0,3,166,198,6/15/2018,7/17/2018,3,1,1,172
86,85C,85C,85CFemale2018,77,77,0,2018,Female,2Incubating,10,590,6/30/2018,Quad,Above,Kevin,3,2,3,0,3,166,198,6/15/2018,7/17/2018,3,1,1,181
93,85C,85C,85CFemale2018,77,77,0,2018,Female,2Incubating,10,590,7/6/2018,Quad,Above,Matthew,2,2,3,0,3,166,198,6/15/2018,7/17/2018,3,1,1,187
54,47E,47E,47EFemale2018,78,78,0,2018,Female,2Incubating,10,590,6/18/2018,Quad,Above,Alexandre,10,2,3,0,3,160,199,6/9/2018,7/18/2018,2,1,2,169
176,47E,47E,47EFemale2018,78,78,0,2018,Female,3Provisioning,10,590,7/24/2018,Boat,Side,Erik,2,1,0,2,3,160,199,6/9/2018,7/18/2018,2,1,2,205
134,80Female,,80Female2018,80,80,0,2018,Female,3Provisioning,10,590,7/17/2018,Boat,Above,Erik,15,1,1,3,4,161,197,6/10/2018,7/16/2018,3,0,0,198
312,244Male,,88Male2019,88,244,1,2019,Male,2Incubating,10,590,6/19/2019,Quad,Above,Nick,2,2,4,0,4,,,,,,0,0,170
67,98Female,,98Female2018,98,98,0,2018,Female,2Incubating,10,590,6/24/2018,Quad,Below,Silu,3,1,3,0,3,,,,,,0,0,175
325,254Female,,98Female2019,98,254,1,2019,Female,2Incubating,10,590,6/23/2019,Quad,Below,Kevin,2,2,4,0,4,,201,,7/20/2019,1,0,0,174
75,119Male,,119Male2018,119,119,0,2018,Male,2Incubating,10,590,6/26/2018,Quad,Above,Silu,5,2,3,0,3,162,,6/11/2018,,,0,0,177
141,87K,87K,87KFemale2018,147,145,0,2018,Female,3Provisioning,10,590,7/17/2018,Boat,Above,Erik,3,2,1,1,4,161,196,6/10/2018,7/15/2018,2,0,0,198
264,184Male,,28Male2019,28,184,1,2019,Male,1Laying,11,589,6/11/2019,Snowmobile,Below,Erik,-99,2,0,0,4,,,,,0,0,0,162
110,45K,45K,45KFemale2018,57,57,0,2018,Female,2Incubating,12,588,7/9/2018,Quad,Above,Erik,1,1,3,0,3,162,198,6/11/2018,7/17/2018,2,1,2,190
104,47E,47E,47EFemale2018,78,78,0,2018,Female,2Incubating,12,588,7/8/2018,Quad,Side,Erik,5,2,3,0,3,160,199,6/9/2018,7/18/2018,2,1,2,189
432,168Female,,12Female2019,12,168,1,2019,Female,3Provisioning,13,587,7/26/2019,Boat,Below,Erik,4,2,0,4,4,159,195,6/8/2019,7/14/2019,4,1,1,207
464,168Male,,12Male2019,12,168,1,2019,Male,3Provisioning,13,587,8/9/2019,Boat,Above,Nick,1,More than 2,0,1,4,159,195,6/8/2019,7/14/2019,4,1,1,221
420,217Female,,61Female2019,61,217,1,2019,Female,3Provisioning,13,587,7/23/2019,Quad,Above,Erik,2,1,0,1,3,,199,,7/18/2019,3,0,0,204
372,244Female,,88Female2019,88,244,1,2019,Female,2Incubating,13,587,7/13/2019,Quad,Below,Erik,3,2,3,0,4,,,,,,0,0,194
101,39E,39E,39EFemale2018,1,1,0,2018,Female,2Incubating,15,585,7/5/2018,Quad,Above,Erik,3,2,2,0,2,160,199,6/9/2018,7/18/2018,2,1,2,186
159,39E,39E,39EFemale2018,1,1,0,2018,Female,3Provisioning,15,585,7/20/2018,Quad,Above,Erik,5,2,0,2,2,160,199,6/9/2018,7/18/2018,2,1,2,201
379,44H,44H,44HMale2019,1,157,1,2019,Male,2Incubating,15,585,7/14/2019,Quad,Above,Erik,5,2,2,0,3,162,198,6/11/2019,7/17/2019,1,0,0,195
145,24K,24K,24KFemale2018,3,3,0,2018,Female,3Provisioning,15,585,7/19/2018,Boat,Below,Erik,1,2,1,3,4,161,199,6/10/2018,7/18/2018,3,0,0,200
247,18K,18K,18KFemale2018,8,8,0,2018,Female,3Provisioning,15,585,8/6/2018,Boat,Below,Erik,2,2,0,2,4,157,,6/6/2018,,2,1,2,218
29,156Female,,16Female2018,16,156,0,2018,Female,1Laying,15,585,6/12/2018,Snowmobile,Below,Silu,5,2,1,0,1,163,,6/12/2018,,,0,,163
25,93E,93E,93EFemale2018,22,22,0,2018,Female,1Laying,15,585,6/12/2018,Snowmobile,Below,Kevin,1,2,3,0,3,158,193,6/7/2018,7/12/2018,3,1,3,163
26,23Male,,23Male2018,23,23,0,2018,Male,1Laying,15,585,6/12/2018,Snowmobile,Below,Kevin,10,2,3,0,3,159,195,6/8/2018,7/14/2018,2,1,1,163
266,184Male,,28Male2019,28,184,1,2019,Male,2Incubating,15,585,6/18/2019,Snowmobile,Above,Rebekah,5,2,4,0,4,,,,,0,0,0,169
352,45K,45K,45KFemale2019,33,189,1,2019,Female,2Incubating,15,585,7/6/2019,Quad,Above,Erik,2,2,4,0,4,,,,,0,0,0,187
377,45K,45K,45KFemale2019,33,189,1,2019,Female,2Incubating,15,585,7/14/2019,Quad,Below,Erik,2,2,2,0,4,,,,,0,0,0,195
64,49E,49E,49EFemale2018,33,33,0,2018,Female,2Incubating,15,585,6/22/2018,Quad,Above,Silu,20,2,3,0,3,,201,,7/20/2018,2,1,2,173
122,49E,49E,49EFemale2018,33,33,0,2018,Female,2Incubating,15,585,7/14/2018,Quad,Above,Silu,2,2,3,0,3,,201,,7/20/2018,2,1,2,195
44,40Male,,40Male2018,40,40,0,2018,Male,1Laying,15,585,6/14/2018,Snowmobile,Below,Alexandre,5,2,2,0,4,161,200,6/10/2019,7/19/2018,3,1,1,165
197,91C,91C,91CFemale2018,40,40,0,2018,Female,3Provisioning,15,585,8/6/2018,Quad,Above,Erik,3,1,0,1,4,161,200,6/10/2019,7/19/2018,3,1,1,218
428,91C,91C,91CFemale2019,40,196,1,2019,Female,3Provisioning,15,585,7/26/2019,Boat,Below,Erik,2,1,0,3,4,167,204,6/16/2019,7/23/2019,3,0,0,207
15,155Female,,45Female2018,45,155,0,2018,Female,1Laying,15,585,6/11/2018,Snowmobile,Below,Silu,4,2,1,0,3,162,200,6/11/2018,7/19/2018,3,1,3,162
250,155Female,,45Female2018,45,155,0,2018,Female,3Provisioning,15,585,8/6/2018,Boat,Below,Erik,6,2,0,3,3,162,200,6/11/2018,7/19/2018,3,1,3,218
251,155Male,,45Male2018,45,155,0,2018,Male,3Provisioning,15,585,8/6/2018,Boat,Below,Erik,6,2,0,3,3,162,200,6/11/2018,7/19/2018,3,1,3,218
447,201Female,,45Female2019,45,201,1,2019,Female,3Provisioning,15,585,7/26/2019,Boat,Above,Erik,1,1,0,1,3,162,200,6/11/2019,7/19/2019,1,1,1,207
82,47Female,,47Female2018,47,47,0,2018,Female,2Incubating,15,585,6/28/2018,Quad,Above,Kevin,3,2,3,0,3,,203,,7/22/2018,3,0,0,179
102,47Female,,47Female2018,47,47,0,2018,Female,2Incubating,15,585,7/7/2018,Quad,Above,Erik,150,1,0,0,3,,203,,7/22/2018,3,0,0,188
215,32K,32K,32KFemale2018,51,51,0,2018,Female,3Provisioning,15,585,7/31/2018,Quad,Above,Erik,2,1,0,3,4,,197,,7/16/2018,3,1,1,212
289,25K,25K,25KFemale2019,52,208,1,2019,Female,1Laying,15,585,6/19/2019,Snowmobile,Side,Rebekah,10,2,4,0,4,,198,,7/17/2019,3,0,0,170
150,53Male,,53Male2018,53,53,0,2018,Male,3Provisioning,15,585,7/19/2018,Boat,Below,Erik,2,2,0,3,3,162,199,6/11/2018,7/18/2018,3,0,0,200
80,45K,45K,45KFemale2018,57,57,0,2018,Female,2Incubating,15,585,6/28/2018,Quad,Above,Kevin,3,2,3,0,3,162,198,6/11/2018,7/17/2018,2,1,2,179
124,45K,45K,45KFemale2018,57,57,0,2018,Female,2Incubating,15,585,7/14/2018,Quad,Above,Silu,2,1,3,0,3,162,198,6/11/2018,7/17/2018,2,1,2,195
182,45K,45K,45KFemale2018,57,57,0,2018,Female,3Provisioning,15,585,7/25/2018,Quad,Above,Erik,1,2,0,2,3,162,198,6/11/2018,7/17/2018,2,1,2,206
228,57Male,,57Male2018,57,57,0,2018,Male,3Provisioning,15,585,8/13/2018,Quad,Above,Erik,1,2,0,2,3,162,198,6/11/2018,7/17/2018,2,1,2,225
76,58Male,,58Male2018,58,58,0,2018,Male,2Incubating,15,585,6/27/2018,Quad,Below,Kevin,5,2,3,0,3,163,,6/12/2018,,,0,0,178
51,89C,89C,89CFemale2018,58,58,0,2018,Female,1Laying,15,585,6/15/2018,Quad,Below,Kevin,20,2,2,0,3,163,,6/12/2018,,,0,0,166
300,228Female,,72Female2019,72,228,1,2019,Female,1Laying,15,585,6/11/2019,Snowmobile,Above,Erik,-99,2,0,0,3,,,,,0,0,0,162
330,228Male,,72Male2019,72,228,1,2019,Male,1Laying,15,585,6/26/2019,Snowmobile,Above,Nick,3,2,3,0,3,,,,,0,0,0,177
19,19K,19K,19KFemale2018,75,75,0,2018,Female,1Laying,15,585,6/11/2018,Snowmobile,Below,Silu,3,2,3,0,4,157,193,6/6/2018,7/12/2018,2,1,1,162
243,19K,19K,19KFemale2018,75,75,0,2018,Female,3Provisioning,15,585,8/8/2018,Quad,Above,Erik,3,2,0,1,4,157,193,6/6/2018,7/12/2018,2,1,1,220
18,92H,92H,92HMale2018,75,75,0,2018,Male,1Laying,15,585,6/11/2018,Snowmobile,Below,Kevin,3,2,3,0,4,157,193,6/6/2018,7/12/2018,2,1,1,162
165,38A,38A,38AMale2018,77,77,0,2018,Male,3Provisioning,15,585,7/23/2018,Quad,Above,Erik,1,2,0,3,3,166,198,6/15/2018,7/17/2018,3,1,1,204
204,38A,38A,38AMale2018,77,77,0,2018,Male,3Provisioning,15,585,8/3/2018,Quad,Above,Erik,3,2,0,2,3,166,198,6/15/2018,7/17/2018,3,1,1,215
216,47E,47E,47EFemale2018,78,78,0,2018,Female,3Provisioning,15,585,7/31/2018,Quad,Above,Erik,5,1,0,2,3,160,199,6/9/2018,7/18/2018,2,1,2,212
33,80Female,,80Female2018,80,80,0,2018,Female,1Laying,15,585,6/12/2018,Snowmobile,Below,Kevin,15,1,2,0,4,161,197,6/10/2018,7/16/2018,3,0,0,163
310,241Female,,85Female2019,85,241,1,2019,Female,1Laying,15,585,6/18/2019,Quad,Above,Nick,2,2,2,0,2,,,,,0,0,0,169
360,251Female,,95Female2019,95,251,1,2019,Female,2Incubating,15,585,7/8/2019,Quad,Side,Rebekah,3,2,3,0,3,,200,,7/19/2019,3,0,0,189
31,97Female,,97Female2018,97,97,0,2018,Female,1Laying,15,585,6/12/2018,Snowmobile,Below,Kevin,1,2,2,0,4,161,196,6/10/2018,7/15/2018,3,1,2,163
